# Wed Jun 25 07:49:18 NOVT 2014
1 98
2 87
3 98
4 93
5 93
6 87
7 87
8 87
9 87
10 93
11 87
12 98
13 87
14 98
15 93
16 98
17 87
18 92
19 87
20 93
21 87
22 98
23 87
24 93
25 98
26 98
27 87
28 92
29 98
30 93
31 98
32 87
33 98
34 87
35 87
36 87
37 98
38 87
39 92
40 87
41 93
42 98
43 87
44 92
45 98
46 98
47 93
48 93
49 93
50 98
51 87
52 98
53 87
54 98
55 87
56 98
57 98
58 98
59 87
60 93
61 93
62 98
63 98
64 87
65 98
66 98
67 98
68 93
69 98
70 87
71 98
72 87
73 87
74 98
75 87
76 98
77 87
78 87
79 98
80 93
81 93
82 98
83 98
84 98
85 98
86 87
87 87
88 87
89 87
90 98
91 87
92 87
93 98
94 87
95 98
96 92
97 87
98 93
99 87
100 98
