# Tue Jun 24 21:57:02 NOVT 2014
1 216
2 216
3 216
4 216
5 220
6 216
7 216
8 216
9 220
10 216
11 216
12 216
13 216
14 216
15 216
16 220
17 216
18 216
19 216
20 216
21 216
22 216
23 216
24 216
25 216
26 216
27 216
28 216
29 216
30 216
31 216
32 220
33 216
34 216
35 216
36 216
37 216
38 216
39 216
40 216
41 216
42 216
43 216
44 216
45 216
46 216
47 216
48 216
49 216
50 216
51 216
52 216
53 216
54 216
55 216
56 216
57 216
58 216
59 216
60 216
61 216
62 216
63 216
64 216
65 220
66 216
67 216
68 216
69 216
70 216
71 216
72 216
73 216
74 216
75 216
76 216
77 216
78 216
79 216
80 216
81 216
82 216
83 216
84 216
85 220
86 216
87 216
88 216
89 216
90 216
91 220
92 216
93 216
94 216
95 216
96 216
97 216
98 216
99 216
100 216
