# Tue Jun 24 21:55:12 NOVT 2014
1 48
2 48
3 48
4 48
5 48
6 52
7 48
8 48
9 48
10 48
11 48
12 48
13 48
14 48
15 48
16 48
17 48
18 48
19 48
20 48
21 48
22 48
23 48
24 48
25 48
26 48
27 48
28 48
29 48
30 48
31 48
32 48
33 48
34 48
35 48
36 48
37 48
38 48
39 52
40 48
41 48
42 48
43 48
44 48
45 48
46 48
47 52
48 48
49 48
50 48
51 48
52 48
53 48
54 48
55 48
56 48
57 52
58 48
59 48
60 48
61 48
62 48
63 48
64 48
65 48
66 48
67 48
68 48
69 48
70 48
71 48
72 48
73 48
74 48
75 48
76 48
77 48
78 48
79 48
80 52
81 48
82 48
83 48
84 48
85 48
86 48
87 48
88 48
89 48
90 48
91 48
92 48
93 48
94 48
95 48
96 48
97 48
98 48
99 48
100 48
