# Thu Jun 26 09:02:35 NOVT 2014
1  100    98037              70517.57           6033.56            603.36             0.86     63076.00           94760.00          
2  100    87756              58438.44           15625.85           1562.58            2.67     40978.00           149155.00         
3  100    101688             57911.24           10128.74           1012.87            1.75     41926.00           103412.00         
4  100    61695              47774.47           5649.86            564.99             1.18     46095.00           97850.00          
5  100    100661             44569.64           3829.58            382.96             0.86     42757.00           66029.00          
6  100    57883              44916.47           4763.80            476.38             1.06     43045.00           74766.00          
7  100    56034              42479.14           5165.09            516.51             1.22     40022.00           79789.00          
8  100    57348              41692.75           3203.10            320.31             0.77     39044.00           61906.00          
9  100    56664              41743.04           6432.80            643.28             1.54     38884.00           85642.00          
10  100    77919              41632.57           5379.49            537.95             1.29     38562.00           69724.00          
11  100    56403              42746.99           4939.97            494.00             1.16     38981.00           66776.00          
12  100    55841              42127.51           6819.07            681.91             1.62     38830.00           90013.00          
13  100    56426              41780.48           5342.42            534.24             1.28     38937.00           79027.00          
14  100    55823              41388.97           5357.88            535.79             1.29     39035.00           77582.00          
15  100    77517              42222.24           4638.64            463.86             1.10     38937.00           63669.00          
16  100    57903              43247.14           1722.74            172.27             0.40     42013.00           55312.00          
17  100    76325              42139.98           5917.85            591.78             1.40     38993.00           84001.00          
18  100    56445              42350.55           4845.21            484.52             1.14     38961.00           70460.00          
19  100    56186              41568.98           4956.25            495.63             1.19     39112.00           62761.00          
20  100    56810              42191.54           5492.83            549.28             1.30     38898.00           81751.00          
21  100    57024              40914.55           3997.65            399.76             0.98     38931.00           71515.00          
22  100    55175              42160.14           5550.85            555.09             1.32     38910.00           71747.00          
23  100    57321              41232.62           5943.11            594.31             1.44     39008.00           90443.00          
24  100    57627              41849.64           4078.33            407.83             0.97     38723.00           67549.00          
25  100    55571              41825.50           6065.82            606.58             1.45     39760.00           87082.00          
26  100    55357              42624.90           5030.12            503.01             1.18     38622.00           63077.00          
27  100    55598              41454.25           5408.29            540.83             1.30     38975.00           75657.00          
28  100    55636              41840.33           4861.89            486.19             1.16     38884.00           71206.00          
29  100    56911              41683.38           6260.20            626.02             1.50     38565.00           85738.00          
30  100    76762              42675.23           5254.75            525.48             1.23     38991.00           64025.00          
31  100    78370              42607.37           6199.71            619.97             1.46     39150.00           81214.00          
32  100    55930              42469.92           4731.41            473.14             1.11     38960.00           70133.00          
33  100    78311              43405.90           1887.32            188.73             0.43     42288.00           53271.00          
34  100    56412              41601.91           6857.52            685.75             1.65     39121.00           90283.00          
35  100    76141              40926.72           4052.14            405.21             0.99     38866.00           73045.00          
36  100    55553              41236.66           5644.91            564.49             1.37     38964.00           84095.00          
37  100    75912              41456.56           5393.97            539.40             1.30     39124.00           79894.00          
38  100    77891              42610.07           4670.24            467.02             1.10     39959.00           76548.00          
