# Wed Jun 25 11:39:26 NOVT 2014
1  100    6802832            4029478.48         4373.23            437.32             0.01     4024504.00         4059000.00        
2  100    5643648            4029257.80         4102.29            410.23             0.01     4023736.00         4054300.00        
3  100    5995744            4036749.24         33678.72           3367.87            0.08     4023968.00         4209556.00        
4  100    5688632            4040131.84         36114.11           3611.41            0.09     4024004.00         4232896.00        
5  100    5885760            4033712.44         21953.13           2195.31            0.05     4024200.00         4149948.00        
6  100    5799364            4035105.72         26875.11           2687.51            0.07     4024284.00         4158164.00        
7  100    5714924            4029354.96         3313.57            331.36             0.01     4024512.00         4039180.00        
8  100    5679952            4034137.92         23601.32           2360.13            0.06     4024648.00         4152788.00        
9  100    5829488            4034475.88         31830.52           3183.05            0.08     4023948.00         4228736.00        
10  100    5661744            4035927.40         30733.06           3073.31            0.08     4024400.00         4250280.00        
11  100    5805428            4029235.36         3610.46            361.05             0.01     4024044.00         4045716.00        
12  100    5783420            4033048.40         21569.08           2156.91            0.05     4024460.00         4155960.00        
13  100    5747012            4029453.20         3820.83            382.08             0.01     4023948.00         4046944.00        
14  100    5787084            4035683.92         26418.76           2641.88            0.07     4024500.00         4156244.00        
15  100    5635928            4037330.04         33026.93           3302.69            0.08     4024332.00         4247288.00        
16  100    5691028            4029387.80         3794.34            379.43             0.01     4023904.00         4047484.00        
17  100    5677080            4029684.92         3600.01            360.00             0.01     4024508.00         4041620.00        
18  100    5753024            4034245.16         29200.80           2920.08            0.07     4024372.00         4268392.00        
19  100    5713240            4037712.16         35104.87           3510.49            0.09     4023900.00         4230072.00        
20  100    5653464            4039942.40         38084.59           3808.46            0.09     4024556.00         4243620.00        
21  100    5671584            4036150.64         26290.68           2629.07            0.07     4024464.00         4147596.00        
22  100    5713044            4029985.40         5535.91            553.59             0.01     4024316.00         4061772.00        
23  100    5629048            4035603.52         29976.44           2997.64            0.07     4024248.00         4237272.00        
24  100    5617100            4039176.72         38656.89           3865.69            0.10     4023884.00         4265320.00        
25  100    5619884            4038492.28         34409.37           3440.94            0.09     4024604.00         4234116.00        
26  100    5680080            4030390.12         8711.84            871.18             0.02     4024104.00         4104780.00        
27  100    5626692            4036191.56         30928.45           3092.85            0.08     4024028.00         4232580.00        
28  100    5757792            4034699.24         29270.00           2927.00            0.07     4024304.00         4246804.00        
29  100    5697800            4029628.36         3845.80            384.58             0.01     4024468.00         4048876.00        
30  100    5762184            4033693.44         22630.90           2263.09            0.06     4024588.00         4171312.00        
31  100    5784788            4029802.36         5226.81            522.68             0.01     4024260.00         4059924.00        
32  100    5682764            4029840.76         3967.09            396.71             0.01     4023828.00         4042656.00        
33  100    5676468            4029618.08         3540.38            354.04             0.01     4024040.00         4041836.00        
34  100    5719620            4036960.84         34047.18           3404.72            0.08     4023808.00         4205036.00        
35  100    5655556            4036108.24         30185.72           3018.57            0.07     4024508.00         4229072.00        
36  100    5650288            4030750.44         15024.85           1502.49            0.04     4023960.00         4174652.00        
37  100    5654712            4030499.04         12836.30           1283.63            0.03     4024280.00         4153028.00        
38  100    5646924            4029516.88         3822.61            382.26             0.01     4024408.00         4043880.00        
39  100    5713908            4029679.28         3697.88            369.79             0.01     4024512.00         4043112.00        
40  100    5669164            4029320.00         3460.20            346.02             0.01     4024144.00         4041968.00        
41  100    5642152            4029632.40         4024.95            402.50             0.01     4023840.00         4047880.00        
42  100    5761880            4031409.76         15173.15           1517.31            0.04     4023956.00         4156596.00        
43  100    5670796            4030573.52         13120.49           1312.05            0.03     4024044.00         4155212.00        
44  100    5666576            4029421.84         3838.45            383.85             0.01     4023948.00         4047232.00        
45  100    5648856            4030444.88         11164.13           1116.41            0.03     4024396.00         4134508.00        
46  100    5625828            4037362.68         32217.64           3221.76            0.08     4024336.00         4240848.00        
47  100    5658276            4036059.04         31074.23           3107.42            0.08     4024496.00         4238376.00        
48  100    5653108            4029369.20         3854.75            385.47             0.01     4023668.00         4047636.00        
49  100    5789652            4030543.48         9523.27            952.33             0.02     4024376.00         4117600.00        
50  100    5688888            4029390.72         3707.82            370.78             0.01     4024232.00         4049836.00        
51  100    5636780            4032837.80         18086.70           1808.67            0.04     4024280.00         4140956.00        
52  100    5666864            4038633.08         38153.54           3815.35            0.09     4024176.00         4221940.00        
53  100    5667400            4032632.24         18492.22           1849.22            0.05     4024188.00         4139084.00        
54  100    5755252            4030826.04         12454.92           1245.49            0.03     4024204.00         4148792.00        
55  100    5651944            4030455.76         12329.44           1232.94            0.03     4024344.00         4147912.00        
56  100    5608580            4036206.20         31498.89           3149.89            0.08     4024332.00         4229820.00        
57  100    5622656            4036094.04         31082.46           3108.25            0.08     4024180.00         4246844.00        
58  100    5638884            4035976.68         31454.53           3145.45            0.08     4024400.00         4238732.00        
59  100    5769876            4036562.88         30560.55           3056.06            0.08     4024244.00         4237236.00        
60  100    5774544            4034679.76         27864.98           2786.50            0.07     4024596.00         4236744.00        
61  100    5639244            4029097.96         3295.55            329.56             0.01     4023848.00         4040128.00        
62  100    5626240            4037154.88         33122.21           3312.22            0.08     4024304.00         4238180.00        
63  100    5760076            4036635.24         31799.42           3179.94            0.08     4024148.00         4237372.00        
64  100    5759676            4029400.60         3372.95            337.29             0.01     4024424.00         4039064.00        
65  100    5670744            4029299.08         3408.76            340.88             0.01     4023920.00         4043108.00        
66  100    5771768            4033600.32         21008.62           2100.86            0.05     4024320.00         4142876.00        
67  100    5763960            4031614.80         14330.51           1433.05            0.04     4024292.00         4129724.00        
68  100    5675996            4030036.32         9846.12            984.61             0.02     4024108.00         4122712.00        
69  100    5637532            4030402.28         12385.62           1238.56            0.03     4024340.00         4147900.00        
70  100    5639740            4029479.80         3543.78            354.38             0.01     4024440.00         4042656.00        
71  100    5752268            4030433.48         12149.74           1214.97            0.03     4024208.00         4146476.00        
72  100    5647652            4038254.68         33711.15           3371.11            0.08     4024496.00         4236012.00        
73  100    5747156            4035409.96         29408.60           2940.86            0.07     4024120.00         4231688.00        
74  100    5806560            4031678.80         16185.76           1618.58            0.04     4023892.00         4150012.00        
75  100    5748728            4030597.84         10935.95           1093.59            0.03     4024192.00         4132072.00        
76  100    5660592            4029181.72         3193.24            319.32             0.01     4024020.00         4037536.00        
77  100    5672876            4028845.00         3387.62            338.76             0.01     4023680.00         4044732.00        
78  100    5668468            4030866.20         12454.98           1245.50            0.03     4024428.00         4146248.00        
79  100    5704468            4029310.24         3111.97            311.20             0.01     4024576.00         4038208.00        
80  100    5662484            4029333.56         3554.01            355.40             0.01     4024072.00         4045292.00        
81  100    5728084            4030649.08         14378.69           1437.87            0.04     4024164.00         4169448.00        
82  100    5632748            4030655.48         13301.54           1330.15            0.03     4024308.00         4158552.00        
83  100    5756648            4031935.92         16797.22           1679.72            0.04     4024496.00         4146856.00        
84  100    5775220            4031771.36         17651.31           1765.13            0.04     4024576.00         4153784.00        
85  100    5676548            4029252.08         3264.82            326.48             0.01     4024372.00         4043068.00        
86  100    5671320            4029046.68         3346.12            334.61             0.01     4023720.00         4044832.00        
87  100    5781356            4029771.64         3687.28            368.73             0.01     4024604.00         4043632.00        
