# Tue Jun 24 20:51:42 NOVT 2014
1 178
2 162
3 159
4 144
5 133
6 132
7 123
8 121
9 112
10 112
11 104
12 104
13 99
14 99
15 97
16 97
17 99
18 99
19 98
20 97
21 97
22 99
23 97
24 97
25 94
26 97
27 97
28 98
29 97
30 99
31 99
32 96
33 99
34 97
35 91
36 99
37 99
38 99
39 99
40 97
41 97
42 97
43 97
44 97
45 99
46 99
47 97
48 97
49 99
50 99
51 99
52 99
53 97
54 97
55 97
56 97
57 97
58 99
59 97
60 99
61 99
62 97
63 99
64 97
65 99
66 97
67 99
68 99
69 97
70 97
71 97
72 99
73 97
74 99
75 97
76 99
77 99
78 99
79 97
80 99
81 91
82 99
83 97
84 97
85 97
86 97
87 94
88 98
89 97
90 97
91 99
92 99
93 99
94 99
95 98
96 99
97 91
98 97
99 99
100 94
